my_id;unos;decision;tipo_delito;abreviado;tribcoleg;extranjero;imputado_mujer;genero_victima;defensor_pub;defensor_muj;exp_defensor;exp_fiscal;fiscal_mujer;exp_juez;juez_mujer;year;periodo
1493;1;1;0;0;1;0;0;0;1;0;10;2;0;8;0;2004;0
1495;1;0;0;0;1;0;0;0;1;0;8;1;0;22;1;2004;0
1497;1;0;0;0;1;0;1;2;0;0;18;8;0;17;0;2004;0
1498;1;1;0;0;1;0;0;0;1;0;13;3;1;17;0;2004;0
1499;1;1;0;0;1;0;0;0;1;1;2;3;1;20;0;2004;0
1500;1;2;4;0;0;0;0;2;1;0;5;6;1;20;1;2004;0
1502;1;0;6;0;0;0;0;2;0;0;11;10;0;20;1;2004;0
1503;1;2;0;0;0;0;0;0;1;0;4;5;1;17;0;2004;0
1506;1;2;0;0;1;0;0;1;1;1;1;5;1;19;1;2004;0
1509;1;2;0;0;0;0;0;0;1;0;11;10;0;22;0;2004;0
1514;1;0;0;0;0;0;1;1;1;0;13;3;1;20;1;2004;0
1515;1;0;2;0;0;0;1;1;1;0;13;3;1;20;1;2004;0
1518;1;2;0;0;0;0;0;0;1;1;18;18;1;19;1;2004;0
1519;1;1;0;0;1;0;0;0;1;0;11;3;1;17;0;2004;0
1520;1;1;1;0;1;0;0;2;0;1;19;10;1;13;1;2004;0
1521;1;1;1;0;1;0;0;2;0;1;19;10;1;13;1;2004;0
1522;1;1;1;0;1;0;0;2;0;1;19;10;1;13;1;2004;0
1523;1;1;1;0;1;0;0;2;0;1;19;10;1;13;1;2004;0
1524;1;1;1;0;1;0;0;2;0;1;19;10;1;13;1;2004;0
1525;1;1;1;0;1;0;0;2;0;1;19;10;1;13;1;2004;0
1526;1;1;1;0;1;0;0;2;0;1;19;10;1;13;1;2004;0
1527;1;1;1;0;1;0;0;2;0;1;19;10;1;13;1;2004;0
1528;1;1;1;0;1;0;0;2;0;1;19;10;1;13;1;2004;0
1529;1;1;1;0;1;0;0;2;0;1;19;10;1;13;1;2004;0
1530;1;1;1;0;1;0;0;2;0;1;19;10;1;13;1;2004;0
1531;1;1;1;0;1;0;0;2;0;1;19;10;1;13;1;2004;0
1534;1;2;0;0;0;0;0;1;1;1;18;5;0;17;0;2004;0
1535;1;0;1;0;1;0;0;1;0;0;19;6;1;16;1;2004;0
1537;1;1;1;0;1;0;0;1;0;0;7;5;0;20;0;2004;0
1538;1;2;0;0;0;0;0;0;1;1;16;5;0;19;1;2004;0
1539;1;0;2;0;1;0;0;0;0;1;28;3;1;25;0;2004;0
1541;1;0;6;0;0;0;0;2;1;0;13;18;0;20;1;2004;0
1542;1;0;2;0;0;0;0;2;1;0;13;18;0;20;1;2004;0
1543;1;1;0;0;1;0;0;2;1;1;28;7;1;8;0;2004;0
1544;1;1;4;0;1;0;0;2;1;1;28;7;1;8;0;2004;0
1549;1;1;8;0;0;0;0;2;1;0;11;12;0;20;1;2004;0
1550;1;0;6;0;0;0;0;2;1;0;11;12;0;20;1;2004;0
1551;1;1;8;0;0;0;0;2;1;0;11;12;0;20;1;2004;0
1552;1;0;6;0;0;0;0;2;1;0;11;12;0;20;1;2004;0
1554;1;2;2;0;0;0;0;1;1;0;13;5;1;22;0;2004;0
1555;1;0;0;0;0;0;0;0;1;0;10;3;1;20;1;2004;0
1556;1;0;2;0;0;0;0;0;1;0;10;3;1;20;1;2004;0
1557;1;0;2;0;0;0;0;0;1;0;10;3;1;20;1;2004;0
1558;1;0;2;0;0;0;0;0;1;0;10;3;1;20;1;2004;0
1559;1;0;2;0;1;0;0;0;0;0;7;21;0;22;0;2004;0
1560;1;0;4;0;1;0;0;2;1;0;17;19;1;17;0;2004;0
1561;1;0;0;0;1;0;0;2;1;0;17;19;1;17;0;2004;0
1564;1;0;1;0;1;0;0;0;1;0;9;3;0;17;0;2004;0
1565;1;0;1;0;1;0;0;0;1;0;9;3;0;17;0;2004;0
1566;1;0;0;0;0;0;0;2;0;0;1;7;1;20;1;2004;0
1567;1;0;0;0;0;0;1;2;0;0;11;7;1;20;1;2004;0
1568;1;1;0;0;1;0;0;2;1;0;10;3;1;13;1;2004;0
1569;1;2;0;0;0;0;0;2;1;1;6;7;1;13;1;2004;0
1570;1;2;0;0;0;0;0;2;1;1;6;7;1;13;1;2004;0
1571;1;1;5;0;1;0;1;2;0;0;22;8;0;18;1;2004;0
1572;1;1;5;0;1;0;0;2;0;0;22;8;0;18;1;2004;0
1573;1;2;0;0;0;0;0;0;1;0;17;3;1;13;1;2004;0
1574;1;2;0;0;0;0;0;1;1;0;11;10;0;20;1;2004;0
1575;1;1;0;0;1;0;0;0;0;0;2;7;0;19;1;2004;0
1576;1;2;6;0;0;0;0;2;1;0;10;11;1;20;1;2004;0
1577;1;2;6;0;0;0;0;2;1;0;10;11;1;20;1;2004;0
1579;1;1;5;0;1;0;0;2;1;0;17;10;0;20;0;2004;0
1580;1;1;1;0;1;0;0;1;1;1;8;3;1;18;1;2004;0
1584;1;2;9;0;0;0;0;0;1;0;13;6;1;20;1;2004;0
1586;1;1;2;0;1;0;0;0;0;0;16;7;0;19;1;2004;0
1588;1;0;5;0;1;0;1;2;1;1;10;12;0;19;1;2004;0
1589;1;1;5;0;1;0;0;2;1;1;6;12;0;19;1;2004;0
1591;1;2;0;0;0;0;1;2;1;0;13;7;1;13;1;2004;0
1592;1;2;0;0;0;0;1;2;1;0;13;7;1;13;1;2004;0
1594;1;2;0;0;0;0;0;0;1;1;9;7;1;20;1;2004;0
1595;1;2;0;0;0;0;1;2;1;1;8;3;1;20;1;2004;0
1596;1;0;0;0;1;0;0;0;0;1;28;3;1;22;0;2004;0
1597;1;1;0;0;1;0;0;0;1;1;1;3;1;22;0;2004;0
1598;1;1;0;0;1;0;1;0;1;0;13;3;1;22;0;2004;0
1599;1;1;0;0;1;0;0;0;0;0;14;3;1;22;0;2004;0
1600;1;1;0;0;1;0;0;0;0;0;7;3;1;22;0;2004;0
1601;1;1;0;0;1;0;0;2;1;0;13;7;0;17;0;2004;0
1605;1;1;0;0;0;0;0;0;0;0;18;7;1;25;0;2004;0
1606;1;1;7;0;0;0;0;0;0;0;18;7;1;25;0;2004;0
1607;1;1;0;0;1;0;0;0;1;0;13;21;0;19;1;2004;0
1608;1;1;0;0;1;0;0;0;1;0;17;11;1;18;1;2004;0
1609;1;2;9;0;0;0;0;2;1;1;5;5;0;20;1;2004;0
1612;1;2;0;0;0;0;0;2;0;0;7;19;1;20;1;2004;0
1613;1;2;4;0;0;0;0;2;0;0;7;19;1;20;1;2004;0
1614;1;0;0;0;1;0;1;0;1;1;3;14;1;20;0;2004;0
1615;1;0;0;0;1;0;0;0;0;0;30;6;1;17;0;2004;0
1616;1;0;4;0;1;0;1;0;1;0;10;21;0;17;0;2004;0
1618;1;0;0;0;1;0;1;0;1;0;10;21;0;17;0;2004;0
1620;1;0;1;0;1;0;0;1;1;1;9;4;1;25;0;2004;0
1621;1;1;0;0;1;0;0;2;1;0;13;7;1;16;1;2004;0
1622;1;1;0;0;1;0;0;2;1;0;13;7;1;16;1;2004;0
1623;1;1;0;0;1;0;0;1;1;0;13;7;1;16;1;2004;0
1625;1;1;0;0;1;0;0;0;1;0;13;18;0;13;1;2004;0
1626;1;1;7;0;1;0;0;0;1;0;13;18;0;13;1;2004;0
1627;1;2;1;0;0;0;1;0;1;0;27;24;1;17;0;2004;0
1629;1;1;0;0;1;0;0;2;0;0;33;4;1;20;0;2004;0
1630;1;1;0;0;1;0;0;0;0;0;33;4;1;20;0;2004;0
1631;1;1;0;0;1;0;0;0;0;0;33;4;1;20;0;2004;0
1632;1;1;0;0;1;0;0;0;0;0;33;4;1;20;0;2004;0
1633;1;1;0;0;0;0;0;2;0;0;28;7;1;15;1;2004;0
1634;1;2;0;0;1;0;0;0;1;0;17;7;1;13;1;2004;0
1635;1;2;0;0;1;0;0;1;1;0;10;7;1;19;1;2004;0
1636;1;1;3;0;1;0;0;2;0;1;5;4;1;16;1;2004;0
1637;1;1;3;0;1;0;0;2;0;1;5;4;1;16;1;2004;0
1638;1;1;3;0;1;0;0;2;0;1;5;4;1;16;1;2004;0
1639;1;1;1;0;1;0;0;0;0;1;5;4;1;16;1;2004;0
1640;1;1;1;0;1;0;0;0;0;1;5;4;1;16;1;2004;0
1641;1;1;1;0;1;0;0;0;0;1;5;4;1;16;1;2004;0
1648;1;0;2;0;1;0;0;0;1;0;11;7;0;17;0;2004;0
1649;1;1;6;0;0;0;0;2;1;0;9;4;1;15;1;2004;0
1650;1;1;6;0;0;0;0;2;1;0;9;4;1;15;1;2004;0
1651;1;2;2;0;0;0;0;2;0;0;20;20;0;15;1;2004;0
1652;1;0;0;0;1;0;1;0;0;0;27;20;0;16;1;2004;0
1653;1;0;0;0;1;0;1;0;0;0;27;20;0;18;1;2004;0
1654;1;0;0;0;1;0;1;0;0;0;27;20;0;17;0;2004;0
1655;1;1;4;0;0;0;0;2;0;0;5;18;0;22;0;2004;0
1656;1;1;1;0;1;0;0;2;1;0;13;11;1;16;1;2004;0
1657;1;1;1;0;1;0;0;2;1;0;13;11;1;16;1;2004;0
1658;1;1;1;0;1;0;0;2;1;0;13;11;1;16;1;2004;0
1659;1;1;1;0;1;0;0;2;1;0;13;11;1;16;1;2004;0
1660;1;1;1;0;1;0;0;2;1;0;13;11;1;16;1;2004;0
1662;1;1;2;0;0;0;1;0;1;0;13;20;0;15;1;2004;0
1666;1;0;0;0;1;0;0;0;1;0;17;16;1;8;0;2004;0
1668;1;1;0;0;1;0;0;0;1;1;2;7;0;25;1;2004;0
1669;1;1;0;0;1;0;1;0;1;1;2;7;0;25;1;2004;0
1670;1;1;7;0;1;0;0;0;1;1;2;7;0;25;1;2004;0
1671;1;1;7;0;1;0;1;0;1;1;2;7;0;25;1;2004;0
1672;1;0;0;0;1;0;0;0;1;0;17;18;0;22;0;2004;0
1675;1;0;1;0;1;0;0;2;0;0;19;4;1;19;1;2004;0
1677;1;0;1;0;1;0;0;0;1;0;13;10;0;17;0;2004;0
1678;1;0;0;0;1;0;0;0;0;0;21;7;1;22;0;2004;0
1679;1;0;0;0;1;0;0;0;0;0;21;7;1;22;0;2004;0
1683;1;0;2;0;0;0;0;0;1;0;11;4;1;22;0;2004;0
1685;1;0;0;0;1;0;0;0;1;0;5;7;1;22;0;2004;0
1688;1;1;1;0;1;0;0;1;0;0;9;4;1;19;0;2004;0
1692;1;1;1;0;1;0;0;2;0;0;16;4;1;15;1;2004;0
1693;1;1;1;0;1;0;0;2;0;0;16;4;1;15;1;2004;0
1694;1;0;5;0;1;0;0;2;1;1;8;11;1;20;0;2004;0
1695;1;2;8;0;0;0;0;2;1;1;28;20;0;20;1;2004;0
1700;1;1;2;0;0;0;0;0;1;1;9;6;1;15;1;2004;0
1703;1;1;0;0;1;0;0;0;1;1;16;7;0;18;1;2004;0
1704;1;1;0;0;1;0;0;0;0;0;17;7;0;18;1;2004;0
1705;1;0;1;0;1;0;0;1;1;0;17;4;1;15;1;2004;0
1706;1;0;1;0;1;0;0;1;1;0;17;4;1;15;1;2004;0
1708;1;0;7;0;0;0;0;2;1;0;11;7;0;15;1;2004;0
1711;1;1;0;0;1;0;0;1;1;0;10;9;1;13;1;2004;0
1712;1;1;8;0;0;0;0;2;1;0;11;20;1;20;1;2004;0
1715;1;0;7;0;1;0;0;0;1;0;17;6;0;17;0;2004;0
1717;1;0;2;0;1;0;0;0;1;0;10;13;0;19;1;2004;0
1719;1;0;1;0;1;0;0;1;1;0;8;4;1;19;1;2004;0
1720;1;0;0;0;0;0;0;0;1;1;9;11;1;20;1;2004;0
1726;1;2;0;0;0;0;0;0;1;0;10;1;0;20;1;2004;0
1727;1;2;0;0;0;0;0;0;0;0;7;10;0;17;0;2004;0
1728;1;0;2;0;1;0;0;2;1;0;13;20;0;16;1;2004;0
1729;1;1;0;0;1;0;0;2;1;0;13;20;0;16;1;2004;0
1732;1;0;0;0;1;0;0;0;1;0;17;7;1;13;1;2004;0
1742;1;0;0;0;1;0;0;0;0;1;12;27;0;22;0;2004;0
1746;1;0;0;0;1;0;0;0;0;0;24;18;1;20;0;2004;0
1749;1;2;7;0;0;0;0;1;0;0;7;20;0;22;0;2004;0
1750;1;2;7;0;0;0;0;1;0;0;7;20;0;22;0;2004;0
1751;1;2;7;0;0;0;1;1;0;0;7;20;0;22;0;2004;0
1752;1;2;7;0;0;0;0;1;0;0;7;20;0;22;0;2004;0
1753;1;0;8;0;0;0;0;2;1;0;10;1;0;20;1;2004;0
1755;1;0;2;0;0;0;0;2;1;0;7;3;1;20;1;2004;0
1757;1;0;0;0;1;0;0;0;1;0;18;18;1;17;0;2004;0
1760;1;0;1;0;1;0;0;1;1;0;13;1;0;19;1;2004;0
1762;1;1;2;0;1;0;0;2;0;1;20;2;0;22;0;2004;0
1763;1;1;0;0;1;0;0;2;0;1;20;2;0;22;0;2004;0
1764;1;0;2;0;1;0;0;2;1;0;7;2;0;22;0;2004;0
1765;1;1;0;0;1;0;0;2;1;0;7;2;0;22;0;2004;0
1766;1;1;0;0;1;0;0;0;1;0;7;7;0;22;0;2004;0
1767;1;0;1;0;1;0;0;0;1;0;13;4;1;22;0;2004;0
1774;1;0;9;0;1;0;1;2;1;0;10;20;0;13;1;2004;0
1775;1;1;0;0;0;0;0;0;1;0;10;18;1;13;1;2004;0
1777;1;1;0;0;1;0;0;0;1;1;9;8;0;13;1;2004;0
1778;1;0;0;0;1;0;0;1;0;0;11;18;1;17;1;2004;0
1779;1;0;0;0;1;0;0;1;0;0;7;18;1;17;1;2004;0
1780;1;0;0;0;1;0;0;1;0;0;18;18;1;17;1;2004;0
1781;1;0;0;0;1;0;1;1;0;0;11;18;1;17;1;2004;0
1782;1;1;0;0;1;0;0;0;0;0;10;6;1;19;1;2004;0
1785;1;1;0;0;1;0;0;0;0;0;10;6;1;19;1;2004;0
1786;1;2;0;0;0;0;0;0;1;0;17;7;1;25;0;2004;0
1787;1;1;5;0;1;0;0;2;1;0;11;2;0;25;0;2004;0
1789;1;1;7;0;0;0;0;1;0;0;20;1;0;20;0;2004;0
1790;1;1;2;0;1;0;0;0;0;1;9;20;0;17;0;2004;0
1791;1;1;2;0;1;0;0;0;1;1;10;20;0;17;0;2004;0
1794;1;0;0;0;1;0;0;2;1;1;9;6;1;19;1;2004;0
1795;1;0;0;0;1;0;0;2;1;0;17;6;1;19;1;2004;0
1800;1;2;4;0;0;0;1;1;1;0;6;6;1;16;1;2004;0
1801;1;2;4;0;0;0;1;1;1;0;6;6;1;16;1;2004;0
1802;1;2;0;0;0;0;1;1;1;0;6;6;1;16;1;2004;0
1806;1;2;4;0;1;0;0;0;1;0;10;6;1;20;0;2004;0
1807;1;2;4;0;1;0;0;0;1;0;10;6;1;20;0;2004;0
1808;1;2;0;0;1;0;0;0;1;0;10;6;1;20;0;2004;0
1810;1;1;0;0;1;0;0;2;1;0;10;7;0;17;1;2004;0
1811;1;1;0;0;1;0;0;2;1;0;10;7;0;17;1;2004;0
1812;1;2;0;0;1;0;0;0;1;0;17;7;0;20;0;2004;0
1813;1;1;0;0;1;0;0;2;1;0;11;18;1;17;1;2004;0
1815;1;2;2;0;0;0;0;0;0;0;20;4;1;20;1;2004;0
1817;1;2;3;0;0;0;0;0;0;0;6;10;0;15;1;2004;0
1818;1;2;2;0;0;0;0;0;0;0;6;10;0;15;1;2004;0
1820;1;2;0;0;0;0;0;0;1;0;13;10;1;20;1;2004;0
1821;1;0;9;0;1;0;1;2;1;0;5;4;1;15;1;2004;0
1824;1;0;4;0;1;0;0;1;1;0;14;6;1;19;1;2004;0
1825;1;0;4;0;1;0;0;1;1;0;14;6;1;19;1;2004;0
1827;1;0;2;0;1;0;0;1;0;0;20;20;0;17;1;2004;0
1828;1;0;0;0;1;0;1;1;1;0;11;8;0;25;0;2004;0
1833;1;1;0;0;1;0;0;1;0;0;11;5;1;25;0;2004;0
1837;1;0;0;0;1;0;0;0;1;0;13;6;1;13;1;2004;0
1839;1;1;0;0;0;0;0;1;1;0;10;7;1;18;1;2004;0
1842;1;2;0;0;1;0;0;0;0;0;20;20;0;20;0;2004;0
1845;1;1;0;0;1;0;0;0;0;0;18;18;1;17;1;2004;0
1858;1;1;6;0;0;0;0;2;0;1;6;4;1;20;1;2004;0
1860;1;1;0;0;0;0;0;0;1;0;13;18;1;20;1;2004;0
1864;1;0;2;0;1;0;0;0;0;1;20;3;1;22;0;2004;0
1871;1;2;0;0;1;0;1;0;1;0;6;20;0;17;1;2004;0
1872;1;2;0;0;1;0;1;0;1;0;6;20;0;17;1;2004;0
1874;1;2;9;0;0;0;0;2;0;0;27;24;1;20;1;2004;0
1877;1;1;0;0;1;0;0;0;0;1;9;2;1;20;0;2004;0
1878;1;1;0;0;1;0;0;0;1;0;11;2;1;20;0;2004;0
1879;1;0;6;0;1;0;0;0;0;1;9;2;1;20;0;2004;0
1880;1;0;6;0;1;0;0;0;1;0;11;2;1;20;0;2004;0
1884;1;2;2;0;0;0;0;0;0;0;14;21;0;20;1;2004;0
1890;1;0;0;0;0;0;0;2;1;1;9;6;1;20;1;2004;0
1891;1;0;0;0;0;0;0;2;1;1;9;6;1;20;1;2004;0
1892;1;2;0;0;1;0;0;1;1;0;17;20;0;19;1;2004;0
1896;1;0;6;0;0;0;0;2;1;0;10;4;1;20;1;2004;0
1897;1;1;0;0;0;0;0;0;1;0;13;20;0;20;1;2004;0
1898;1;2;0;0;0;0;1;0;1;0;15;10;1;20;1;2004;0
1899;1;2;0;0;0;0;0;0;1;0;15;10;1;20;1;2004;0
1902;1;2;0;0;1;0;0;1;1;0;13;5;1;15;1;2004;0
1913;1;1;5;0;1;0;0;2;0;1;13;12;0;22;0;2004;0
1914;1;1;5;0;1;0;0;2;0;1;7;12;0;22;0;2004;0
1915;1;0;0;0;1;0;0;1;1;0;5;2;1;19;1;2004;0
1916;1;1;0;0;1;0;0;0;1;0;13;6;1;19;1;2004;0
1918;1;0;0;0;0;0;0;2;1;0;13;18;1;20;1;2004;0
1920;1;1;1;0;1;0;0;0;1;0;17;4;1;25;0;2004;0
1923;1;2;9;0;0;0;0;2;1;1;5;1;0;20;1;2004;0
1925;1;1;0;0;1;0;0;0;1;1;10;3;1;20;0;2004;0
1928;1;2;0;0;0;0;0;2;0;0;33;6;1;22;0;2004;0
1931;1;0;3;0;1;0;0;2;0;0;24;7;0;18;1;2004;0
1932;1;0;3;0;1;0;0;2;0;0;24;7;0;18;1;2004;0
1933;1;0;3;0;1;0;0;2;0;0;24;7;0;18;1;2004;0
1934;1;1;3;0;1;0;0;2;1;0;13;7;0;18;1;2004;0
1935;1;0;3;0;1;0;0;2;1;0;13;7;0;18;1;2004;0
1936;1;0;3;0;1;0;0;2;1;0;13;7;0;18;1;2004;0
1937;1;0;3;0;1;0;0;2;1;0;13;7;0;18;1;2004;0
1938;1;0;3;0;1;0;0;2;1;0;13;7;0;18;1;2004;0
1939;1;0;3;0;1;0;0;2;1;0;13;7;0;18;1;2004;0
1940;1;0;3;0;1;0;0;2;1;0;13;7;0;18;1;2004;0
1941;1;0;3;0;1;0;0;2;1;0;13;7;0;18;1;2004;0
1942;1;0;3;0;1;0;0;2;1;0;13;7;0;18;1;2004;0
1943;1;1;3;0;1;0;0;2;1;0;13;7;0;18;1;2004;0
1944;1;0;3;0;1;0;0;2;1;0;13;7;0;18;1;2004;0
1945;1;1;3;0;1;0;0;2;1;0;13;7;0;18;1;2004;0
1946;1;1;3;0;1;0;0;2;0;0;11;7;0;18;1;2004;0
1947;1;0;3;0;1;0;0;2;0;0;11;7;0;18;1;2004;0
1948;1;0;3;0;1;0;0;2;0;0;11;7;0;18;1;2004;0
1949;1;0;3;0;1;0;0;2;0;0;11;7;0;18;1;2004;0
1950;1;0;3;0;1;0;0;2;0;0;21;7;0;18;1;2004;0
1951;1;0;3;0;1;0;0;2;0;0;21;7;0;18;1;2004;0
1952;1;0;3;0;1;0;0;2;1;0;13;7;0;18;1;2004;0
1953;1;0;3;0;1;0;0;2;1;0;17;7;0;18;1;2004;0
1954;1;0;3;0;1;0;0;2;1;0;13;7;0;18;1;2004;0
1955;1;2;0;0;0;0;0;0;0;0;21;10;1;20;1;2004;0
1958;1;0;4;0;1;0;0;2;1;0;13;7;1;15;1;2004;0
1961;1;2;6;0;0;0;0;2;1;0;6;7;0;20;1;2004;0
1965;1;0;0;0;1;0;0;1;1;0;13;8;0;24;1;2004;0
1966;1;0;0;0;1;0;0;1;1;0;13;8;0;24;1;2004;0
1967;1;0;0;0;1;0;0;1;1;0;13;8;0;24;1;2004;0
1968;1;0;0;0;1;0;0;1;1;0;13;8;0;24;1;2004;0
1969;1;0;0;0;1;0;0;1;1;0;13;8;0;24;1;2004;0
1970;1;0;0;0;1;0;0;1;1;0;13;8;0;24;1;2004;0
1971;1;1;1;0;1;0;0;1;1;0;13;4;1;15;1;2004;0
1972;1;1;1;0;1;0;0;1;1;0;13;4;1;15;1;2004;0
1973;1;0;3;0;1;0;0;0;1;0;13;10;0;20;0;2004;0
1974;1;0;6;0;0;0;0;2;1;0;10;4;1;20;1;2004;0
1975;1;1;1;0;1;0;0;1;0;0;12;4;1;15;1;2004;0
1979;1;1;5;0;1;0;0;2;0;0;7;6;0;20;0;2004;0
1980;1;1;5;0;1;0;1;2;1;0;11;6;0;20;0;2004;0
1981;1;1;5;0;1;0;0;2;0;0;16;6;0;20;0;2004;0
1982;1;0;8;0;1;0;0;2;0;0;16;6;0;20;0;2004;0
1988;1;0;0;0;1;0;0;0;1;0;14;18;1;25;1;2004;0
1991;1;1;6;0;0;0;1;0;0;1;1;7;1;24;1;2004;0
1992;1;1;6;0;0;0;0;0;0;1;1;7;1;24;1;2004;0
1997;1;0;4;0;1;0;0;0;0;0;10;14;1;17;0;2004;0
1998;1;0;4;0;1;0;0;0;0;0;10;14;1;17;0;2004;0
2001;1;0;6;0;0;0;0;2;1;0;17;24;1;20;1;2004;0
2002;1;0;0;0;0;0;0;0;1;1;11;7;0;20;1;2004;0
2003;1;1;0;0;1;0;1;1;1;1;11;18;1;24;1;2004;0
2005;1;2;7;0;0;0;1;0;1;0;13;6;1;20;1;2004;0
2006;1;2;6;0;0;0;1;2;1;1;6;7;0;16;1;2004;0
2008;1;2;2;0;0;0;0;0;1;0;13;7;1;20;1;2004;0
2009;1;2;0;0;0;0;0;0;1;0;10;20;0;20;1;2004;0
2011;1;1;2;0;1;0;0;0;1;1;9;20;0;25;0;2004;0
2012;1;0;9;0;1;0;0;0;1;0;17;20;0;25;0;2004;0
2013;1;0;4;0;1;0;1;0;0;1;20;3;0;22;0;2004;0
2014;1;0;9;0;1;0;0;0;0;0;2;3;0;22;0;2004;0
2015;1;0;4;0;1;0;1;0;0;1;20;3;0;22;0;2004;0
2016;1;0;4;0;1;0;1;0;0;1;20;3;0;22;0;2004;0
2017;1;0;4;0;1;0;1;0;0;1;20;3;0;22;0;2004;0
2018;1;0;9;0;1;0;1;0;0;1;20;3;0;22;0;2004;0
2019;1;1;3;0;1;0;0;2;0;0;2;3;0;22;0;2004;0
2020;1;1;6;0;0;0;0;2;1;1;2;4;1;20;1;2004;0
2021;1;1;0;0;0;0;0;1;1;1;2;4;1;20;1;2004;0
2023;1;0;3;0;1;0;0;2;1;0;10;4;1;22;0;2004;0
2024;1;0;5;0;1;0;1;2;1;0;13;5;1;17;0;2004;0
2025;1;1;0;0;1;0;1;0;0;0;5;14;1;22;0;2004;0
2026;1;1;0;0;1;0;0;0;0;0;14;14;1;22;0;2004;0
2027;1;1;9;0;0;0;0;1;1;0;13;7;1;20;1;2004;0
2029;1;2;2;0;0;0;0;0;0;0;30;21;0;22;0;2004;0
2030;1;1;2;0;0;0;1;2;0;0;4;7;1;13;1;2004;0
2031;1;1;2;0;0;0;1;2;0;0;4;7;1;13;1;2004;0
2032;1;1;2;0;0;0;1;2;0;0;4;7;1;13;1;2004;0
2033;1;1;2;0;0;0;1;2;0;0;4;7;1;13;1;2004;0
2035;1;1;0;0;1;0;0;0;1;0;5;2;1;19;1;2004;0
2046;1;1;0;0;0;0;0;0;1;0;13;21;0;20;0;2004;0
2048;1;1;0;0;0;0;0;0;1;0;10;6;1;17;0;2004;0
2049;1;1;0;0;0;0;0;0;1;0;10;6;1;17;0;2004;0
2052;1;2;0;0;0;0;0;0;1;0;4;5;1;17;0;2004;0
2053;1;1;0;0;1;0;1;1;1;1;9;20;0;24;1;2004;0
2054;1;0;0;0;1;0;1;1;1;0;14;20;0;24;1;2004;0
2056;1;2;0;0;1;0;0;0;1;1;7;8;0;19;1;2004;0
2057;1;2;3;0;0;0;0;0;0;0;6;20;0;17;1;2004;0
2058;1;2;9;0;0;0;0;0;0;0;6;20;0;17;1;2004;0
2059;1;2;2;0;0;0;0;0;0;0;6;20;0;17;1;2004;0
2060;1;0;4;0;1;0;0;2;1;0;7;8;0;20;0;2004;0
2061;1;2;6;0;0;0;0;2;1;1;18;10;0;20;1;2004;0
2062;1;2;2;0;0;0;1;0;1;0;13;20;0;20;1;2004;0
2064;1;2;0;0;0;0;0;0;1;0;10;7;1;24;1;2004;0
2065;1;2;0;0;0;0;0;0;1;0;10;7;1;24;1;2004;0
2066;1;0;7;0;0;0;0;0;0;0;24;7;1;20;1;2004;0
2076;1;1;0;0;0;0;0;1;1;0;6;7;1;24;1;2004;0
2078;1;1;0;0;1;0;0;0;1;0;13;18;1;22;0;2004;0
2083;1;2;0;0;0;0;0;0;0;0;27;7;1;16;1;2004;0
2089;1;1;0;0;1;0;0;0;0;0;43;7;1;17;0;2004;0
2090;1;2;0;0;0;0;0;0;1;0;5;7;0;22;0;2004;0
2091;1;2;0;0;0;0;0;0;1;0;5;7;0;22;0;2004;0
2092;1;1;0;0;1;0;0;0;1;0;17;7;0;22;0;2004;0
2100;1;2;2;0;0;0;1;1;0;0;13;21;0;20;1;2004;0
2103;1;2;0;0;0;0;0;1;1;0;22;17;1;17;1;2004;0
2104;1;2;0;0;0;0;0;1;1;0;17;16;0;20;1;2004;0
2105;1;2;0;0;0;0;0;0;1;0;17;18;1;20;1;2004;0
2106;1;2;0;0;0;0;0;0;1;1;7;21;0;22;0;2004;0
2107;1;2;1;0;0;0;0;0;1;0;27;8;1;19;1;2004;0
2110;1;2;0;0;0;0;1;2;1;0;10;7;1;17;0;2004;0
2111;1;2;0;0;0;0;0;2;1;0;10;7;1;17;0;2004;0
2117;1;1;2;0;0;0;0;0;1;1;8;20;0;20;1;2004;0
2120;1;1;0;0;1;0;0;1;1;0;13;7;0;19;1;2004;0
2121;1;2;4;0;1;0;0;2;1;1;9;6;1;13;0;2004;0
2122;1;2;6;0;1;0;0;2;1;1;9;6;1;13;0;2004;0
2126;1;0;0;0;1;0;0;0;1;1;2;1;1;16;1;2004;0
2127;1;0;0;0;1;0;0;0;1;1;14;6;0;22;0;2004;0
2132;1;1;4;0;1;0;0;2;1;1;9;20;0;18;1;2004;0
2139;1;1;5;0;1;0;0;2;0;0;7;12;0;18;1;2004;0
2140;1;1;5;0;1;0;1;2;0;0;7;12;0;18;1;2004;0
2141;1;1;8;0;1;0;0;2;0;0;7;12;0;18;1;2004;0
2143;1;0;0;0;1;0;0;0;1;1;7;7;0;20;0;2004;0
2144;1;1;0;0;1;0;0;0;1;1;7;7;0;20;0;2004;0
2150;1;0;0;0;1;0;0;0;1;0;13;18;1;19;1;2004;0
2151;1;0;2;0;0;0;0;0;0;0;16;21;0;20;1;2004;0
2153;1;0;2;0;0;0;0;0;0;0;20;2;1;20;1;2004;0
2154;1;0;0;0;1;0;0;2;1;1;9;7;1;13;1;2004;0
2155;1;0;0;0;1;0;0;2;1;1;9;7;1;13;1;2004;0
2156;1;0;7;0;1;0;0;2;1;1;9;7;1;13;1;2004;0
